"","Kingdom","Phylum","Class","Order","Family","Genus"
"273","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"274","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"275","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella"
"276","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"277","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"278","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA
"279","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"280","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"281","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"282","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"283","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"284","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"285","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group"
"286","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paraclostridium"
"287","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"288","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"289","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"290","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"291","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group"
"292","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"293","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"294","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"295","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"296","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"297","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"298","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"299","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"300","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"301","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"302","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"303","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"304","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"305","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"306","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"307","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"308","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"309","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"310","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"311","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"312","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"313","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"314","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas"
"315","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"316","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"317","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"318","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"319","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"320","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"321","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"322","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Aquamonas"
"323","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"324","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"325","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA
"326","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"327","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"328","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"329","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"330","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"331","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"332","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"333","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group"
"334","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor"
"335","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"336","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","[Eubacterium] tenue group"
"337","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella"
"338","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"339","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"340","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"341","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"342","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"343","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"344","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"345","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA
"346","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"347","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"348","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"349","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"350","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes"
"351","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"352","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"353","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter"
"354","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"355","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"356","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"357","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"358","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"359","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister"
"360","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA
"361","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"362","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"363","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"364","Bacteria","Bacillota","Clostridia",NA,NA,NA
"365","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002"
"366","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium"
"367","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"368","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"369","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"370","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"371","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes"
"372","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"373","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"374","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"375","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"376","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"377","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"378","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"379","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"380","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"381","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"382","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"383","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"384","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"385","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"386","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"387","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"388","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"389","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"390","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"391","Bacteria","Bacillota","Clostridia","Clostridia UCG-014",NA,NA
"392","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"393","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"394","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor"
"395","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","Agathobaculum"
"396","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"397","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum"
"398","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Peptoniphilus"
"399","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"400","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"401","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"402","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"403","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"404","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"405","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group"
"406","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"407","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"408","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"409","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"410","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"411","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"412","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"413","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"414","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"415","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"416","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"417","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group"
"418","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"419","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"420","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"421","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"422","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"423","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"424","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"425","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"426","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"427","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"428","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002"
"429","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"430","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"431","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"432","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group"
"433","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"434","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"435","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"436","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"437","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"438","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"439","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"440","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"441","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"442","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"443","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium"
"444","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"445","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruthenibacterium"
"446","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"447","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"448","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter"
"449","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"450","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"451","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"452","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"453","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"454","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"455","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004"
"456","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"457","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"458","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"459","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"460","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004"
"461","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"462","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"463","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"464","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"465","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"466","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"467","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"468","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"469","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"470","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera"
"471","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"472","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"473","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"474","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"475","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"476","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"477","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"478","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"479","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"480","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"481","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"482","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"483","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Faecalimonas"
"484","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002"
"485","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"486","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"487","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"488","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"489","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"490","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA
"491","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"492","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"493","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"494","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"495","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"496","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"497","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"498","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Peptoniphilus"
"499","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","[Eubacterium] tenue group"
"500","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"501","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group"
"502","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor"
"503","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"504","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"505","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"506","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor"
"507","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"508","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"509","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010"
"510","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"511","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"512","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter"
"513","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"514","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"515","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"516","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"517","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group"
"518","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002"
"519","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"520","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"521","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"522","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA
"523","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group"
"524","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"525","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"526","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"527","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"528","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter"
"529","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"530","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger"
"531","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"532","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"533","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"534","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"535","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"536","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"537","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"538","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"539","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter"
"540","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"541","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"542","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"543","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Aquamonas"
"544","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"545","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor"
"546","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"547","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"548","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"549","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum"
"550","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"551","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"552","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"553","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter"
"554","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"555","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"556","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
