"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"252","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"253","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"254","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA
"255","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"256","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"257","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","Agathobaculum",NA
"258","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paraclostridium","bifermentans"
"259","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"260","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium","sordellii"
"261","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"262","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paraclostridium","bifermentans"
"263","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"264","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"265","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"266","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"267","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"268","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"269","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"270","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","inulinivorans"
"271","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"272","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"273","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"274","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","adolescentis"
"275","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","lenta"
"276","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"277","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"278","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"279","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"280","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"281","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"282","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","tarantellae"
"283","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"284","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"285","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group",NA
"286","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paraclostridium","bifermentans"
"287","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"288","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"289","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"290","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"291","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group",NA
"292","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"293","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"294","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"295","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA
"296","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"297","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"298","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"299","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"300","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"301","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"302","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","hansenii"
"303","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"304","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"305","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"306","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"307","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"308","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"309","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","breve"
"310","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"311","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"312","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"313","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"314","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas",NA
"315","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"316","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","tarantellae"
"317","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"318","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"319","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"320","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"321","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"322","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"323","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"324","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"325","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"326","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"327","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","celatum"
"328","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"329","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"330","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","marmotae"
"331","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"332","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"333","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group","bacterium"
"334","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"335","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"336","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium","ghonii"
"337","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","lenta"
"338","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"339","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"340","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"341","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"342","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"343","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"344","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"345","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"346","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fragilis"
"347","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"348","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"349","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"350","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","hadrus"
"351","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","breve"
"352","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"353","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter",NA
"354","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"355","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"356","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"357","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"358","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"359","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister","invisus"
"360","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"361","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"362","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","formicigenerans"
"363","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"364","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","tarantellae"
"365","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",NA
"366","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA
"367","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"368","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"369","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"370","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"371","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","hadrus"
"372","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"373","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"374","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"375","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"376","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira",NA
"377","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea",NA
"378","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"379","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"380","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"381","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"382","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"383","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"384","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"385","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"386","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"387","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","obeum"
"388","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"389","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"390","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"391","Bacteria","Bacillota","Clostridia","Clostridia UCG-014",NA,NA,NA
"392","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"393","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","wexlerae"
"394","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"395","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","Agathobaculum",NA
"396","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea",NA
"397","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum",NA
"398","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Peptoniphilus","grossensis"
"399","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"400","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"401","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"402","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"403","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"404","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"405","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group",NA
"406","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"407","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"408","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"409","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"410","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"411","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"412","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"413","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"414","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"415","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"416","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"417","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group",NA
"418","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","bromii"
"419","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"420","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"421","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"422","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"423","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"424","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"425","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"426","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"427","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"428","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",NA
"429","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"430","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"431","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"432","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group","gnavus"
"433","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"434","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"435","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"436","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"437","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"438","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","formicigenerans"
"439","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"440","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"441","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"442","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","celatum"
"443","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA
"444","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"445","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruthenibacterium",NA
"446","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"447","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","bromii"
"448","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter",NA
"449","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"450","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"451","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"452","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","comes"
"453","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"454","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae"
"455","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004",NA
"456","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"457","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"458","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"459","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"460","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004",NA
"461","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"462","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"463","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"464","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"465","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"466","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"467","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ilealis"
"468","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA
"469","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"470","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera",NA
"471","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","formicigenerans"
"472","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"473","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"474","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"475","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea",NA
"476","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","catus"
"477","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"478","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",NA
"479","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"480","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"481","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"482","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","paraputrificum"
"483","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Faecalimonas",NA
"484","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",NA
"485","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"486","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"487","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"488","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"489","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"490","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA
"491","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"492","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"493","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"494","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","formicigenerans"
"495","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"496","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"497","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ilealis"
"498","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Peptoniphilus","grossensis"
"499","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium","ghonii"
"500","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"501","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group","gnavus"
"502","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"503","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"504","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"505","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ilealis"
"506","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"507","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","perfringens"
"508","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","eutactus"
